text,true,pred,confidence,correct
อยู่ๆก็อยากได้กำลังใจ,neu,pos,0.624,False
ตามนั้นนนน,pos,neu,0.658,False
แอ่กกก,neg,neu,0.632,False
นั่นสิ555555 พี่แสนรักขอเลือกติดทนละกันน แต่ว่าเพื่อนพี่แสนรักแนะนำตัวนี้บอกว่าคล้ายๆเพอริเพอร่า,q,pos,0.551,False
#พาsmootoไปเที่ยว พาไปทุกที่ค่ะทั้งทำงานที่ต้องอยู่แต่ในห้องแอร์ตลอดเวลา นอนไม่เป็นเวลาต้องดูแลผู้ป่วย พาไปอบรมดูงานนอกสถานที่ พาไปเที่ยวตากแดดตากลม พาไปงานแต่งหรืองานสังสรรค์ต่างๆ เพราะsmootoทุกตัวมีดีต่างกันแต่ดีทุกสูตรทุกตัว เอาจริงๆนะแต่ก่อนดูถูกพวกครีมซองมากๆไม่กล้าใช้ไม่ใช่ของห้างนู่นนี้นั้น จนกระทั่งวันนึงแม่เราซื้อมาชิงโชคเพื่อจะไปญี่ปุ่น ถึงได้มีโอกาสได้ลองใช้ตัวแรกเลยคือsmooto egg แค่2วันแรกหนังหน้าเปลี่ยนตอนแรกคิดว่าคิดไปเอง แต่พอโดนทักมากๆเข้าเลยมั่นใจว่าเจอของดีของเด็ดเข้าแล้ว จากนั่นเลยเริ่มเอาสูตรต่างๆมาลองใช้มีจุดเด่นที่แตกต่าง ***และสูตรอื่นๆที่ยังไม่ได้พูดถึงแต่มีแล้วใช้แล้วเหมือนผิวหน้าได้เกิดใหม่ สรุปเราก็เลย #พาsmootoไปเที่ยว ไปเที่ยวพกติดตัวไปทุกที่ค่ะ ทั้งพกพาง่ายหาซื้อยิ่งง้ายง่ายขาดไม่ได้เลยจริงๆค่ะ ...รักsmootoค่ะ,neu,pos,0.924,False
ไดซาชิ คุ้มกว่า 555555,neu,pos,0.904,False
อืด,neu,neg,0.978,False
ฟิวเลี้ยงก็ได้หมดเดี๋ยวพาปายย,neu,pos,0.634,False
พกพาไปได้ตลอดความสวยความงามต้องโอเลย์ชิจ๊ะ,neu,pos,0.643,False
ช้าไปอยากกิน,neu,pos,0.934,False
ใครมาก็ได้ถ้าเป็นToyotaBuzzเพราะเขาเป็นโชว์รูมสุดยอดอยู่แล้ว #ToyotaBuzz #อายกมลเนตร,pos,neu,0.644,False
เรื่องของมึงครับ กุสูบ Vape ฟินกว่าเยอะ🤣 กร๊ากกกก,neu,pos,0.564,False
ให้โลกรู้ไว้แท็กซี่ สีเหลือง ที่ไม่ปฏิเสธลูกค้า และไม่+เพิ่มค่าโดยสาร ยังมีอยู่บนโลกใบนี้ #แท็กซี่,pos,neu,0.422,False
ตอบ สินค้านี้ ลอรีเอะ ซุปเปอร์ เจนเทิลพลัส 25-30 ซม. 6-7ชิ้น ราคา 21 บาท,pos,neu,0.987,False
ต่ำอีกนิด จะแทะให้หมดเลย!,neu,pos,0.547,False
ไปมั้ย???,neu,pos,0.833,False
นกแอร์กับแอร์เอเชียเที่ยวบินไประนองยกเลิกมั้ยค่ะ,neu,q,0.985,False
ลองดู,neu,pos,0.512,False
อ้วนนะพรุ่งนี้ป่ะ,neu,pos,0.786,False
รีวิวรองพื้น Marc Jacobซะหน่อย เมื่อวานไปสอยตัวใหม่มา ขวดแบนๆ Shameless foundation คือตัวนี้ตอนลองแบบ เห้ย ทาแล้ว????? มันหายไปไหน ซึ่งใันต่างกับตัวขวดกลมเดิมมาก อันนั้นหนาเหลือเกินออเจ้า แบรนด์นี้ขุ่นแม่ชอบมากนะ คือมัน simple แต่ดีงาม แต่ปัญหาใหญ่คือ “กูไม่เคยเลือกสีถูกค่ะ!” เฉดสีเยอะงงเว่อร์ ลองที่ Sephora กลับมาใช้ไม่เคยได้ตรงสีหน้า 555 รุ่นใหม่นี้เอาสี y270 มา พอใช้กับหน้า รู้สึก เพี้ยนๆ แต่บางเบาราวกับลืมใส่ กกน ปกปิด กลางๆ ผิวแห้งก็ใช้ได้นะ แต่ไม่ควรลงแป้งตาม ผิวมันก็น่าจะชอบความชุ่มผิว ปัญหาเดียวคือ ไปเลือกสีดีๆ จบรีวิว,pos,neg,0.991,False
แบงค็อก ยูไนเต็ด เผด็จศึกครับบบบ #ChangFAcupFinal,pos,neu,0.932,False
เลิกงาน,neu,pos,0.595,False
เอ็มเค มาหาเราดีกว่า คิดถึงมากๆ,neu,pos,0.75,False
พาแม่ไปสิ,neu,pos,0.732,False
วันนี้ไม่ได้แดกร้านก่อนปีใหม่,pos,neg,0.825,False
นิสสันนาวาร่าตัวแรกเท่าไหร่ครับ,neu,q,0.85,False
คือกูไม่เคยใช้พวกนี้เลย กูใชันีเวีย ช้าแต่ชัวถึงกูไม่ขาวแต่กูเนียน,neu,pos,0.699,False
โหยหามากเวอร์จร้า,neu,pos,0.669,False
บรัยยยยบาร์บีก้อน,neu,neg,0.965,False
ทีมงานต้องขออภัยเป็นอย่างยิ่งครับ เนื่องจากรถยนต์รุ่นดังกล่าวได้รับความนิยมและมียอดการสั่งจองค่อนข้างมาก จึงทำให้อาจเกิดความล่าช้าในการส่งมอบ ทั้งนี้ ทาง MG กำลังดำเนินการอย่างเร็วที่สุด เพื่อตอบสนองทุกความต้องการของทุกท่านครับ,neg,neu,0.973,False
อสุรกายพันธ์ดุของค่ายนิสสัน รถในฝันกุแล เพียงความฝันก็สุขใจ,neu,pos,0.723,False
ขอให้เจริญๆๆๆไม่ใช่เจริญเบียร์ช้างนะ,neu,neg,0.505,False
ไปกินลีโอสด บ่ 555,pos,neu,0.561,False
การเตรียมตัวรับมือกับช่วงสงกรานต์และต่อด้วยทริปเที่ยวทะเลแบบกล้าท้าแดด นอกจากอุปกรณ์กันแดดพวกแว่นตา หมวก ต้องครบ สิ่งสำคัญที่สุดคือครีมกันแดดทั้งแบบทาหน้าและทาตัวต้องเลือกให้เหมาะกับสภาพผิวและกิจกรรมของเราคือต้องกันน้ำได้ มีค่า SPF 50+ ป้องกันได้ทั้ง UVB+UVA เราเลือกใช้ Eucerin เพราะมั่นใจประสิทธิภาพ เพียงเท่านี้ก็สนุกสุดเหวี่ยงในช่วงเวลาแห่งความสุขวันหยุดยาวแบบนี้แล้วคะ,pos,neu,0.739,False
ไกลมว๊าก555,neu,neg,0.681,False
แคปติว่า อีโคสปอร์ต,neu,neg,0.602,False
หมดล่ะไวมาก,neu,pos,0.434,False
ชีพี เบียร์ ช้าง-สิง กระแดง เช็นทรัล AIS รวมกันก็1400 ล้านแล้วคับ น้ำใจงามมากเลย,neu,pos,0.909,False
Mazda 3 2.0S ดาวน์ 3 แสน ผ่อน 7 ปี ผ่อนเดือนละเท่าไหร่ครับ,neu,q,0.745,False
ผมก็ว่ายจะุเอารถ Ford Focus ผมไปปลูกผักซ่อมหมดแสนกว่าแร้ว,neg,neu,0.648,False
พรประภาทิ้งนิสสันลุยอสังหา ดีลเลอร์รถยนต์ถอดใจเลิกขาย,neu,neg,0.671,False
1. ใช้ทั้งไพร์มเมอร์และคอนซีลเลอร์ 2.ลงไพร์มเมอร์ก่อนแล้วค่อยลงคอนซีลเลอร์ค่ะ 3.ใช้ของลอร่า สลับกับ kma ค่ะ ทั้สองอันใช้ดี เวลาแต่งหน้าแล้วทำให้ติดทนดีจ้า,neu,pos,0.889,False
เย้เย้~~,neu,pos,0.738,False
พรุ่งนี้เที่ยงเป็นไง ว่างป่าว,neu,pos,0.686,False
037/น้องไทม์ อยากกิน LEO,neu,pos,0.552,False
ชีวาส แบล็ค ชื่อนี้ ข้างกิมหย่ง ใกล้สถานีรถไฟ ท่านรู้จักมั๋ย ตร.หาดใหญ่ แปลกคน อื่นรู้จักหมดว่าขาย เหล้า บุหรี่หนีภาษี แต่ ตร.หาดใหญ่ ไม่รู้จัก,neu,neg,0.708,False
Hot potมีมั้ยค่ะ,neu,q,0.838,False
แม่อยากกินนานาลี อืม แม่อยากกินบาบีก้อน อืม แม่อยากกินเอมเคด้วย อืม แม่หิวข้าวอะ อืม กินสิ ไม่ได้ สองทุ่มแล้ว เดี๋ยวอ้วน อืม #คนเย็นชา,neg,neu,0.435,False
เอาอีกสักรอบเลยครับลงชื้อ,neu,pos,0.725,False
จิ๋ว เชียงราย - ต๋อง มัตซูชิ รอบ 16 คน ระบบ 5/9 เฟรม 'SangSom 6 Red Open Grand Final 2017' @ Terminal 21 Korat,pos,neu,0.988,False
จะพาไปกินหยอออ? :3,pos,neu,0.498,False
อ้าวทำไมปิดแง่ๆ,neg,neu,0.652,False
ขอเป็นเพื่อนร่วมทางอีกคันนะคะรักมิตซูAttrage ค่ะ,neu,pos,0.906,False
ที่ บาบิก้อนไง 💙,neu,pos,0.602,False
นโยบายของพรรคต่างๆ เพราะความเป็นคนรุนใหม่ นโยบายของพรรค #อนาคตใหม่ และพรรค #ไทยรักษาชาติ #ดีออก เหมาะกับทิศทางของโลกและเศรษฐกิจยุคใหม่ น่าสนับสนุน ส่วนพรรค #ประชาธิปัตย์ ยังเน้นผลการเมือง กับพรรค #เพื่อไทย นี่เหมือนเจ๊จะไม่ได้คิดอะไรมา #เลือกตั้ง62,neu,pos,0.465,False
ว่าด้วยเรื่องแดก,pos,neu,0.647,False
รอตังค์ก่อนนะ,neu,pos,0.513,False
ต้องโดนไอ้สัสนี่,neg,pos,0.571,False
สวยทุกสีโดนทุกคันครับ ส่วนเติ้ลธนพลก็หล่อได้ใจครับ #ToyotaBuzz #เติ้ลธนพล,neu,pos,0.867,False
"เป็ดย่างโฟร์ซีซั่นตัวละ 1,200 ค่ะ #พูดลอยๆ #FYI",pos,neu,0.816,False
มีคนกินเบียร์ใส่น้ำแข็งด้วยเหรอ จริงดิ?????,neu,neg,0.957,False
กฎหมายโบราณไม่ปรับตามยุคสมัย,neu,neg,0.629,False
ไทยแลนด์ ไทยแลนด์ ไทยแลนด์,neg,neu,0.785,False
บ่แซบ,neu,neg,0.981,False
ดู๊ว์ๆๆๆๆๆๆๆ,neu,pos,0.679,False
เปลี่ยนจากกินช้างมากินลีโอ55,pos,neu,0.656,False
มี ออนิว ดีแมก 4 ประตูป่าวคับ,neu,q,0.648,False
ไปไหนอีก,neu,pos,0.619,False
Ford Ranger Wildtrak X ตัวท็อปแต่งเข้ม สเต็ปแต่งสไตล์ผู้ดีอังกฤษ ที่คนไทยได้แต่มอง,pos,neu,0.494,False
ผมเห็นเบียร์ช้างแล้วนึกถึงเพื่อนพี่ที่ดีที่สุดทุกที,pos,neu,0.552,False
ซื้อลีโอมากิน,pos,neu,0.733,False
อยากขับattrage เลย,neu,pos,0.67,False
แต่บ่ได้ไป,neg,neu,0.518,False
ตั้งใจหรือไม่ตั้งใจก็ต้องรับผิดชอบไห้เขาไม่ใช่ปัเความรับผิดชอบแบบม้าๆ.รีโว่ยังเปนรถใหม่ยุเลยแต่เสือกไม่ทำประกัน,neu,neg,0.94,False
จัดไหม,neu,pos,0.781,False
นอกจากที่ยืนปัสสวะสำหรับผู้หญิงแล้ว เราก็ยังจับได้ u beer 1 ลัง ขอขอบพระคุณบ้านงานเป็นอย่างสูง #ไม่คิดไม่ฝันว่าจะได้รางวัลใหญ่กับเค้า #ไม่เคยมีดวงทางด้านนี้ #เค้าท์หลอกดาวน์ #รัชบาร์32,neg,pos,0.558,False
ต้องอัดฉีดแสงโสมหนาอ้ายดรีม 555,pos,neu,0.698,False
ตัวไ,neu,pos,0.531,False
ที่นั้นไม่มีแมคสินะ,neu,neg,0.571,False
ทีมนึงเบียร์ช้าง อีกทีมก็ลีโอ เมาเละเลยงานนี้หน้าสนามแมร่งตั้งเต๊นท์ขายเบียร์กันแระ สาสสส,neu,neg,0.933,False
วันนร้มีโปรบ้างอ่ะ,neu,q,0.774,False
ไปด้วยมพุ่งนี้ บ่ ไปสาวๆๆๆ.,neu,pos,0.882,False
เย็นย่ำก็ร่ำสุรา ขอบคุณครับแอด ตอนนี้ก็ช่วยกันทำเพจกับแอดบู(แอดแมว) กฤตนัย ครองสิงห์ เจตนารมณ์ของผมก็ต้องการสร้างสังคมนักดื่มที่ดื่มกันอย่างรับผิดชอบแทนที่จะมาห้ามหรือมารณรงค์อะไรแบบนั้น ก็ปลูกฝังกันผ่านรีวิวเหล้านี่ล่ะครับ,pos,neu,0.583,False
จัดเลยจร้า,neu,pos,0.803,False
สนามบินที่มิลานโนอิตาลี ราคาไม่เป็นแพงราคาก็เหมือนข้างนอกเพราเรากินแมคโดนัท ดูราคาแล้วเท่ากัน,neu,neg,0.986,False
จัดจ้านในย่านป้อมปราบศัตรูพ่าย @ Ba hao 八號,pos,neu,0.739,False
อยากกินซื่อครับ,neu,pos,0.943,False
บีทีเอสแจ้งรถไฟฟ้าขัดข้องที่สถานีพร้อมพงษ์ หลังโซเชี่ยลถล่มแจ้งข่าวรถไฟฟ้าให้บริการปกติ แต่ผู้โดยสารแน่นสถานี จนล่าสุดกระทรวงคมนาคมตรวจสอบพบมีปัญหาขบวนรถขัดข้อง,neu,neg,0.577,False
#เลื่อนแม่มึงสิ รบ. ต้องออก พรฎ.ให้มีการเลือกตั้งก่อน กกต.ถึงจะไปกำหนดวันเลือกตั้งได้ ที่ยื้อเลื่อน ทั้งหมดนี่ เป็นเรื่องของรัฐบาลล้วนๆ,neu,neg,0.865,False
คิดถึงนะ555,neu,pos,0.536,False
SKII La mer ใช้ชุดเป็นหมื่น,neu,neg,0.847,False
นั่นดิ้ รึวันศุกร์นี้เบาะ จะทัน5โมงไหมอะ,neu,pos,0.628,False
บิ๊กซีสะพานควายมีไหมค่ะ,neu,q,0.916,False
นังหนุ😘😘,neu,pos,0.606,False
จะพาเมียไปเลี้ยงหรา🤣,neu,pos,0.537,False
หิวโว้ยยย ตายซะ,neu,pos,0.72,False
ยาริสตัวใหม่ไม่ล็อกเอง ลืมล็อกประจำ ที่สำคัญมือใหม่อยู่เลย,neu,neg,0.833,False
มาตามคำสั่ง ยังกะรู้ว่ามีคนบ่น,neu,neg,0.733,False
เลี้ยงก่อนก้ได้55+,neu,pos,0.502,False
ผมอยากไห้ประเทศไทยปลอดบุรี,neg,pos,0.65,False
เชฟตุ๊ก คนเดิม ถึงจะเทียบเซกเมนท์เดียวกัน มาสด้าก็แคบกว่าเขาครับ มันเป็นแนวทางพัฒนาของเขา cx-3 vs hr-v ก็เช่นกัน คนที่เลือกเขาไม่แคร์จุดนี้,neg,neu,0.492,False
ไม่รู้คะ,neg,pos,0.476,False
หรือชัยนาทมีป่าวหว่า,pos,q,0.927,False
งั้นวันพุธ 555,neu,pos,0.583,False
อด 555 มันต้องใช้บัตรเครดิตจ่สยถึงจะได้กินเปิดในราคา108,pos,neg,0.743,False
ผอมมม,neg,neu,0.677,False
สนใจ honda city v+ มีเซล์แถวชลบุรีไหม,neu,q,0.496,False
กินเหล้าขาวหนักกว่า285 เด้อ 5555,neu,neg,0.808,False
มิซูมินี่เคยใช้แต่คลีนเซอร์อยากลองกันแดดบ้าง,pos,q,0.554,False
นับวันยิ่งบัดสบขึ้นทุกวัน,neu,neg,0.962,False
ชอบHonda City ที่สุดเลยครับมีไฟ Daytime ตั้งแต่รุ่นมาตรฐานเลยชอบที่สุดคับ ยี่ห้ออื่นต้องราคาแพงๆขึ้นไป,neu,pos,0.93,False
เอาๆฟฟ,neu,pos,0.678,False
555 รอ,neu,pos,0.503,False
อันนี้ก้น่าสน,neu,pos,0.814,False
ขอแทรกเวลาได้หมูแบบนี้ก็จะตบกับอิเกม เพื่อแย่งกันกิน 'มันเปลว' ไขมันอันน้อยนิดที่มี 55555555,neu,neg,0.69,False
ถ้า vape แล้วปอดชื้น คนที่อาศัยอยู่เขาบนดอย ที่มีหมอกไอน้ำตลอดเวลาก็คงแย่กันหมดแล้วครับ,neu,neg,0.724,False
ถ้าใด้ตังก่อน อาจจะจัดก่อนเนอะ 😁,neu,pos,0.689,False
ไป!ไปนอน,neu,pos,0.882,False
โตโยต้าขายรถทั่วโลก โตโยต้าไม่ซี 55555555 ก็จริงนะ เจ้าของโตโยต้าเขารวยมาก ๆ แล้ว แต่เธอเป็นเซลล์ขายโตโยต้าในไทย เธอต้องซีนะ ถ้าโตโยต้าขายในไทยได้ไม่ดีอ่ะ เธอจะเอาเงินไหนใช้,neg,neu,0.652,False
บ่อยาก,neg,neu,0.487,False
ขั้นต่ำสูงจังครับ ขอบคุณครับ,neg,pos,0.949,False
เบียร์ช้างผสมกาโตะสตอเบอรี่ ก็โอยุน้า,neg,pos,0.817,False
อยากได้ ZS แต่ขับมาสด้า2 ปี2016 อยู่ เอาไปเทรินได้ไหมครับ,neu,q,0.892,False
ก็น่าไปนะ,neu,pos,0.611,False
ลด 20% จาก ราคา 299 ใช่หรือไม่ ครับ,pos,q,0.511,False
ความญี่ปุ๊นญี่ปุ่นคือเขาออก Product ออกมาตอบสนองทุกความต้องการได้ อย่างตอนนี้ญี่ปุ่นเป็นสังคมผู้สูงอายุ บริษัทเครื่องเขียนชื่อ Kokuyo เลยทำชุดพินัยกรรมสำเร็จรูปพร้อมคู่มือแบบเข้าใจง่าย และยังมีสมุดบันทึกข้อมูลสำคัญ บัญชีธนาคาร รหัสผ่านต่างๆ เผื่อตายไปคนอื่นจะได้ช่วยจัดการต่อได้,pos,neu,0.722,False
ผมไปซื้อรถฟอร์ดครับ จะเอาตัวสี่ประตู4wd. ราคา919000ก็ซื้อผ่อนนั่นแหล่ะครับ เซลบอกว่าเลิกผลิตแล้ว เซลบอกว่าพี่ไม่ใด้งานหนักxltก็พอ ผมไม่เอา แต่เมียบอกว่า4wdเขาไม่ผลิตแล้ว จำใจตามใจเมีย เมียจะเอาสีขาว ผ่านไปสามวันเซลบอกสีขาวไม่มี หาใด้แต่สีดำ จำใจอีก ก็ต้องเอา มาหลังปีใหม่เจอเซลฟอร์ดที่บิ๊กซีถามเค้าว่าฟอร์ดเลิกผลิตแล้วเหรอตัว4wd919000 เซลบอกไม่ใด้ยกเลิกถ้ายกเลิกเขาก็จะแจ้งมา นี่ลูกค้าจองตัวนี้หลายคน ผมโคตรมึนเลยตอนนั้น..เลยโทรไปที่สำนักงานใหญ่ฟอร์ดๆก็บอกว่าไม่ใด้ยกเลิกผลิตแต่อย่างใด และก็คงรับผิดชอบอะไรไม่ใด้.ตอนซื้อไม่ดูให้ดีๆ..555เศร้าเล่าสู่กันฟังเฉยๆนะ..,neu,neg,0.928,False
คนนี้คอนเฟิร์มว่าดีมาก ทั้งรุ่น long และ volume คือ maybelineที่ว่าแน่ยังตอนแพ้นางนาจา,neg,pos,0.679,False
อ้วนนนนนพนไปกินป๊าวๆๆๆ,neu,pos,0.705,False
แสงโสมเพียวแฮงๆๆๆ แช่อี้แน่,neg,neu,0.69,False
ใหญ่แต่ไม่มีเนื้อ 😂😂,neu,neg,0.857,False
ผู้เสพ ผิดหรอครับ???,neu,neg,0.634,False
ผมสูบอยู่มาเลให้พี่ชายไปตัวนึงที่เมืองไทยเห็นข่าวนี้แล้วเป็นห่วงเลยเยอะไปว่ะ,neu,neg,0.6,False
คิดว่า อั้มใช้ มิสทีนจริงๆไหม,neu,q,0.673,False
เค้ายุเซนนิ55,pos,neu,0.769,False
มื้ออื่นเนอะ,neu,pos,0.754,False
หมดเกลี้ยง,pos,neg,0.479,False
ตอนนี้ไม่ห่วงทักษิณหรอกคับ เพราะคงไม่ได้กลับมาแล้วทั้งพี่น้อง ห่วงแต่นายทุนใหญ่ cp เบียร์ช้าง ธุรกิจในมือ2คนนี้ ทุกอย่างผูกขาดประเทศแล้วว ทหารก็อุ้ม เพราะต้องพึ่งพา เงินคนพวกนี้ เอื้อประโยชน์กัน เงินไม่ถึงรากหญ้า เฮ้ออ ...,neu,neg,0.893,False
ผักล้วนๆ 😁😁,pos,neu,0.682,False
โรบินสัน แม่สอด ไม่ร่วมรายการหรอค่ะ,neu,q,0.719,False
สนมะ,neu,pos,0.803,False
ผมกินทุกวัน วันละแบน ไม่ค้างคับ แต่ถ้าเกินแบนไป ก้อเอาเรื่อง 555,neu,neg,0.573,False
ถ้าผมบริหารโรงงานยาสูบไทยนะ ตอน E-Cig กำลังมาผมนี่รีบทุ่มเงินวิจัยเลย ทำ E-Cig ของในประเทศ ไม่เสียภาษีนำเข้า ทำกลิ่นเฉพาะที่คนไทยคุ้นเคยและแปลกใหม่ไม่เหมือนประเทศอื่น กลิ่นตะไคร้ แล้วโฆษณาว่าช่วยไล่ยุงได้ กลิ่นการบูร หรือทำกลิ่นแปลกๆแบบกลิ่นผัดไท กลิ่นต้มยำ เอาแม่งให้หมดอะ 555,neu,neg,0.653,False
ยังกะ เหล้าตระกูลจอห์นนี่ วอคเกอร์ เลยหวะ เรด แบล๊ค กรีน โกลด์ บลู สงสัยเจ้าของไอเดีย คงชอบกินเหล้าตระกูลนี้,pos,neu,0.557,False
เอาเวลาไปจับยาบ้าเหอะคับ ทำเหมือนเขาขนยาบ้ามาเต็มคันรถโถ่เอ่ยตำรวจไทยดักดานจิงๆ,neu,neg,0.972,False
ถ้าเจอแต่น้ำยามีความผิดไหมครับ👈👈😀😀😀,neu,neg,0.559,False
สด ณรงค์. อยากกิน,neu,pos,0.832,False
พี่ดีแม็กตัวเตี้ยจะทำให้สูงใกล้เคียงกับไฮแลนเดอได้ป่าวคับ,neu,q,0.642,False
เบียร์สิงห์ขวดเล็กขวดเดียวสามารถทำให้กูนอนทั้งวันได้,neg,pos,0.457,False
นั้นนะ,neu,pos,0.615,False
แบมอยากกินฮอตพอทชะ,neu,pos,0.781,False
🙌🙌🙌🙌🙌,pos,neu,0.574,False
ถ้าดาวน์แสนนึงละคะ งวดจะตกที่เท่าไหร่,neu,q,0.902,False
Tom Fordก็ทำLiquid lipstick แล้วววว #Goodbyesalary😂,pos,neu,0.886,False
อยากแดกฮอพพอต เอ็มเคก็ได้สัส หิว,neu,pos,0.487,False
โปรเฉพาะแค่6ชิ้นหรอ ไปซื้อมาจะซื้อ10ชิ้น พนง.บอกไม่ร่วมรายการ แถมหน้าเหวี่ยงไปอี้ก 😏,neu,neg,0.992,False
ขายรถโตโยต้าป้ายแดงทุกรุ่น ดาวน์น้อย อนุมัติง่ายมากๆ,neu,pos,0.539,False
รักที่สุดเลย honda civic ขับรถสบาย ขับง่าย ดีไซน์สวย ขับทำงานขับเที่ยว ก็คันนี้เลย ก็ใจมันรักจนขาดไม่ได้ ขับไปดูหนังกันต่อ555 Noo Arada #ฮอนด้าที่รัก #EnjoyHondaThailand,neu,pos,0.896,False
รักพี่ปาล์มที่ซู๊ดดดดดดดด😘😘😘,neu,pos,0.759,False
คุณภาพต้องยกให้โตโยต้าแหละครับทุกๆด้านเหนือกว่าทุกค่าย..แต่ถ้าพูดถึงรูปลักษณ์..วีโก้ก่อนจะเปลี่ยนเป็นรีโว้ตัวนั้นถูกใจผมสุดๆ,neg,pos,0.817,False
ไม่มีตังง่า,neu,neg,0.806,False
"Elasgrow ช่วยปรับโครงสร้างผิวให้กระชับมาจากภายใน, 3D Hyaluronic Acids ทำหน้าที่สร้างตาข่ายล็อคความชุ่มชื่นล้ำลึกได้อย่างยาวนาน ซึ่งทั้ง 2 ส่วนประกอบจะร่วมกันซ่อมผิวแก่ให้ดูอ่อนเยาว์ได้ หลังการบำรุงด้วย Hada Labo Anti-Aging Lotion เป็นประจำนะคะ #HadaLaboAntiAgingLotion #1stStepAntiAging #โลชั่นซ่อมผิวแก่",pos,neu,0.965,False
แท้กตัวเองวนไป เพราะไม่มีใครคบล่ะกู หมูกะทะ ชาบู เอ็มเค แม่งแดกคนเดียวไป,neu,neg,0.894,False
เอาไงดี 55555,neu,pos,0.65,False
อู๊ยยยยยยยย ><)/,neu,pos,0.785,False
>> รับประกันความแรงและความพึ่งพอใจ >> เทสกันสดๆ ด้วยโปรแกรมแรงสุด (ไม่ต้องกลัวไฟไม่โชร์แน่นอน) >> คุณภาพดีต้อง DTE Chiptuning No.1,neu,pos,0.776,False
อยากให้เข้านะ อยากใช้รถที่ทนทาน แต่ไม่ใหญ่ขนาดฟอจูนเนอร์,neu,pos,0.387,False
ค้างไปแล้ว ครับ,neu,neg,0.878,False
พรุ่งนี้เลยหรอ555,neu,pos,0.75,False
ก้อกยังไหลไม่หยุดเลย,neu,pos,0.393,False
ไม่ซื้อรถมิตซูบิชิ,neg,pos,0.551,False
โห้ ไม่เคยเจอฟอร์จูน crv pajero ตามหลังเลยหรา,neg,neu,0.671,False
หิววว บาบีก้อนก็อยากกก,neu,pos,0.893,False
เห็นได้ชัดว่า ตุลาการทั้ง 5 คนเป็นคนของ #คสช. แต่งตั้งโดย #คสช. มาตัดสินคดีเกี่ยวกับพรรคการเมืองที่อยู่ตรงข้ามกับ #คสช. มันจะไม่เป็น conflict of interest หรือ อย่างน้อยสุด ทั้ง 5 คนต้องถอนตัว recuse จากการเป็นองค์คณะในคดีนี้,neg,neu,0.617,False
ออเจ้านี่วาจาพิกลพิการ ถามมาได้ ไปสิคะรอไร,neu,neg,0.852,False
มีเซนทรัลที่ไหนร่วมมั้งคับ,neu,q,0.813,False
ยกยอดให้ซีวิคไปเลย สบายๆไ,neu,pos,0.696,False
เห็นกระป๋องเบียร์ลีโอด้วย เค้าไม่อนุญาต ให้ดื่มนะมึง,neu,neg,0.608,False
ซื้อให้ไอ้อ้วน,pos,neu,0.543,False
ใช่ครับวีโก้แชมป์สวยกว่ารีโว่,neu,neg,0.639,False
เชียงรายเจ้าค่ะ😂,pos,neu,0.851,False
ขอบคุนคะ,neu,pos,0.913,False
สักวันเถอะ,pos,neu,0.832,False
ป๋องดำซื้อที่ไหนครับบบ แถวบ้านผมหายากมากกกกกก,neu,q,0.441,False
ไปวันไหนได้ละจ่ะ,neu,pos,0.871,False
วันศุกร์เย้ 5555,neu,pos,0.551,False
อ่อย,neu,pos,0.55,False
ปกติไม่กินช้างนะ แต่จะลองดู ริเริ่ม นุ้ย แล้วไงว่ะ,neu,pos,0.482,False
กูคุมงานปูกระเบื้องพื้นค่าจ้างหมื่นกว่าบาท ผู้รับจ้างจะให้เหล้าหงษ์ทองกูขวดนึงเป็นเป็นน้ำใจที่จ้างเขา กูยังไม่กล้ารับเลยกูกลัวส.ต.ง.ตรวจสอบ,neu,neg,0.937,False
ฝากด้วย...ยุดยาเหมือนกัน,pos,neu,0.788,False
เพราะเห็นรุ่นน้องใช่แล้วเห็นว่าดี พี่เลยซื้อมาใช่บ้าง แล้วทาง Snailwhite Gold เห็นว่าพี่แป้งใช่เลยให้พี่มาเป็นพีเซ็นเตอร์นี้,pos,neu,0.911,False
จัดสิค่ะ บาร์บีก้อน,neu,pos,0.932,False
